,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
13558,20,11,998,7,11,0
18640,20,22,500,13,35,0
935,282,240,2488,7,60,0
9865,195,113,349,8,0,0
15220,252,138,262,15,6,0
19203,0,0,1,7,0,0
1868,0,529,13004,11,0,0
15530,3,0,163,14,0,0
14679,27,38,1485,10,23,0
5133,145,61,5291,12,0,0
5830,57,37,1416,10,85,0
15974,33,39,2119,8,10,0
14027,36,125,2154,12,15,0
18074,21,4,125,6,0,0
13909,38,23,135,11,0,0
13368,1,3,301,7,0,0
949,2,759,4861,11,31,0
19117,42,51,137,9,0,0
5427,1,533,14758,12,26,0
6552,1387,897,2531,6,32,0
3368,317,175,884,14,10,0
10957,83,1845,3429,13,47,0
13160,278,216,2803,7,55,0
14991,99,66,976,14,19,0
11240,76,84,1506,10,0,0
13482,57,124,291,9,86,0
9896,4,8,21,14,42,0
2602,70,55,309,12,37,0
13685,109,194,11841,12,95,0
9491,9,22,13,12,0,0
13460,71,168,321,9,9,0
9008,29,26,139,13,46,0
18996,20,1,2,10,0,0
11189,567,245,2650,8,96,0
15033,52,28,904,7,0,0
4497,209,371,2228,9,98,0
10221,76,81,1286,13,38,0
19207,11,0,2,11,0,0
15722,111,31,217,11,0,0
11647,240,148,1143,11,139,0
17953,18,19,371,13,0,0
7874,34,22,90,12,0,0
8365,18,39,644,13,39,0
2143,617,608,2779,10,32,0
1728,2980,2886,2428,13,152,0
1625,35,52,364,9,40,0
12057,2758,2710,15667,7,99,0
17455,141,20,174,15,160,0
1089,156,254,743,10,66,0
19193,177,49,70,13,51,0
16723,28,31,150,13,0,0
7275,416,1369,930,8,42,0
4766,106,64,957,8,0,0
15886,36,31,129,11,121,0
1208,393,469,2301,10,80,0
3638,216,343,6361,12,36,0
3777,41,48,1006,6,0,0
18578,12,3,2,7,61,0
17279,116,108,178,10,71,0
13140,33,29,737,14,0,0
18829,0,0,44,7,0,0
18207,82,46,74,7,48,0
988,376,293,865,10,120,0
19231,25,0,3,7,0,0
6676,389,448,9437,9,135,0
12600,130,114,2039,14,0,0
16743,55,6,17,7,81,0
1634,29,27,1108,9,151,0
2634,558,671,905,5,0,0
16315,33,54,380,8,49,0
5990,769,319,2330,11,116,0
6710,304,119,3014,15,0,0
15749,45,17,209,11,0,0
18127,11,1,13,14,0,0
5592,42,37,522,11,61,0
16871,29,6,160,12,19,0
5851,94,86,886,10,30,0
4175,653,207,3937,7,93,0
4384,4,7,307,6,9,0
14912,36,14,633,10,78,0
18960,0,4,24,15,102,0
14770,32,48,884,13,0,0
18547,2,34,59,15,0,0
5449,65,57,3736,6,41,0
13548,35,26,786,9,0,0
8857,40,29,121,14,53,0
8276,106,72,367,6,75,0
6767,371,90,657,11,0,0
5646,252,275,2643,3,33,0
18511,65,42,127,9,97,0
2205,205,272,2180,7,35,0
19186,104,2,8,14,105,0
474,138,86,2121,8,90,0
6021,237,1911,10419,15,88,0
2339,2,15,1505,6,0,0
7739,199,243,9765,9,21,0
2897,87,159,1301,12,31,0
15688,123,59,172,13,150,0
1556,61,102,1187,5,51,0
12651,53,17,450,11,32,0
14796,13,25,504,6,60,0
15113,14,6,140,11,0,0
12103,44,61,1445,13,0,0
7996,29,29,495,8,158,0
15757,53,20,225,14,97,0
9242,97,69,498,8,0,0
19194,37,10,52,10,0,0
9201,174,103,6646,5,52,0
3675,40,62,633,10,51,0
378,120,100,2492,9,98,0
19123,7,0,1,6,131,0
1651,152,627,1128,11,0,0
9304,37,37,456,15,45,0
2135,7,17,771,13,0,0
4824,129,260,5887,11,55,0
14909,19,15,731,10,69,0
18092,1521,680,1043,8,116,0
16142,57,91,655,12,0,0
10418,0,563,3967,12,68,0
10528,125,110,1186,15,0,0
14694,64,62,1347,8,48,0
19055,6,0,2,15,0,0
14705,0,29,1613,7,25,0
13870,28,37,2461,7,0,0
17713,11,7,97,6,42,0
10180,114,148,2070,8,56,0
17155,42,23,20,12,0,0
5497,81,50,55,12,28,0
7622,63,90,3233,13,0,0
9634,82,59,1553,10,15,0
18297,0,36,310,15,0,0
14379,22,25,158,11,0,0
18347,1,1,23,10,39,0
822,158,161,3719,10,41,0
12271,232,185,2384,5,106,0
18222,0,0,1,10,0,0
8935,48,61,896,11,25,0
12476,179,179,2614,6,98,0
17841,72,27,163,12,107,0
19135,4,1,8,7,0,0
11106,84,70,900,8,71,0
10926,13,13,120,7,0,0
10890,196,77,467,13,0,0
11921,116,150,145,11,27,0
10419,366,155,2862,13,0,0
7459,319,289,3196,11,46,0
1446,160,320,4864,6,81,0
14018,49,76,175,8,125,0
1185,80,252,927,7,30,0
11719,136,143,2814,10,0,0
14178,2,1,61,14,0,0
11292,83,36,87,11,0,0
6187,108,53,233,10,0,0
18363,11,11,201,12,11,0
4662,0,50,416,12,102,0
18,182,490,8384,15,51,0
2735,50,59,167,15,0,0
10086,207,185,252,10,150,0
7610,7,28,164,14,0,0
8258,219,152,63,13,109,0
10077,421,402,7179,7,0,0
10202,72,46,229,14,49,0
9317,202,242,975,10,54,0
15409,24,14,132,14,0,0
19164,12,9,186,10,51,0
14289,483,134,273,15,0,0
19241,20,1,1,12,0,0
9078,105,79,1125,10,0,0
14002,49,58,303,10,47,0
17151,159,8,191,9,0,0
6572,383,507,1727,7,147,0
11487,83,76,331,6,0,0
18934,11,3,43,5,0,0
1427,137,117,379,12,14,0
1287,83,60,420,15,0,0
19213,7,9,27,14,0,0
12359,94,286,3132,8,111,0
8673,136,157,569,9,0,0
6717,33,26,165,10,0,0
15508,111,160,3165,7,159,0
3894,7,256,507,15,67,0
13618,7311,7521,1984,8,106,0
6533,2684,2511,5606,11,12,0
16941,175,72,607,10,0,0
16170,147,117,1268,8,0,0
12888,94,42,308,11,0,0
6974,93,34,69,13,50,0
10331,80,100,3582,7,78,0
3896,74,39,190,8,0,0
12113,131,122,360,15,0,0
1745,62,46,219,11,0,0
4275,25,22,507,8,0,0
5240,242,448,11204,12,129,0
2118,65,46,30,14,0,0
5815,7,42,4834,7,7,0
14868,257,241,921,8,0,0
3939,357,602,5995,9,144,0
3705,132,62,1683,15,122,0
8392,232,230,6522,8,29,0
10736,85,18,233,13,27,0
762,85,142,800,15,85,0
1662,1996,1169,9939,6,6,0
9656,34,30,1657,12,23,0
1952,825,12316,4603,15,75,0
6385,420,391,11690,11,62,0
19243,15,2,7,14,114,0
10909,254,70,434,6,39,0
16607,79,84,1335,9,62,0
1274,61,90,1603,14,118,0
3139,38,33,522,12,0,0
7662,57,61,740,7,0,0
2425,1510,4385,23346,9,155,0
15632,68,50,3991,13,150,0
6997,277,112,2389,8,114,0
8508,0,289,4320,6,0,0
1244,45,5109,522,12,134,0
4552,182,210,6063,11,109,0
4297,47,60,681,15,90,0
18003,29,22,94,11,159,0
2180,199,491,3423,15,72,0
10149,63,90,710,14,0,0
2237,45,1047,2350,15,83,0
13405,1482,816,1001,10,25,0
8382,50,179,4665,11,147,0
14105,613,313,3760,11,35,0
2669,534,628,4517,10,56,0
11252,5200,5263,1315,9,150,0
14050,418,140,119,14,59,0
16710,23,34,96,10,145,0
9499,256,204,2538,10,24,0
12320,278,203,935,8,0,0
18832,43,35,165,10,32,0
2511,194,480,1828,10,95,0
1902,121,81,739,11,13,0
14593,15,19,44,13,143,0
19209,20,3,24,14,22,0
5234,28,247,3093,12,54,0
13670,31,25,131,9,159,0
7585,695,536,3489,7,0,0
7407,86,111,6477,8,49,0
759,17,32,236,13,0,0
1706,60,68,657,9,154,0
17729,52,14,135,7,60,0
13157,113,126,1858,7,9,0
12394,32,16,510,9,93,0
6422,99,149,1170,8,0,0
74,1975,3364,1537,7,141,0
7565,78,106,1465,15,67,0
10810,119,171,246,14,45,0
9154,70,28,135,11,40,0
15786,178,152,3288,7,35,0
7460,109,91,1556,11,46,0
15044,16,14,509,7,9,0
10285,102,52,804,14,76,0
312,49,45,242,12,11,0
12717,81,69,2404,12,110,0
4152,75,74,1736,10,0,0
15062,23,9,53,9,112,0
10518,599,267,1922,9,0,0
5382,404,936,2722,13,105,0
15431,23,40,1323,8,0,0
12441,146,88,851,8,160,0
2516,1294,1101,409,15,17,0
7320,67,89,789,13,26,0
2836,108,119,2145,9,62,0
10386,84,57,695,10,3,0
13281,78,119,1206,12,86,0
10501,349,139,1961,14,45,0
8624,27,31,236,6,0,0
5411,121,50,84,12,0,0
6130,22,16,194,13,8,0
7666,36,35,745,6,0,0
43,101,128,2636,7,41,0
6578,54,34,1004,6,102,0
12809,215,106,2837,11,136,0
2582,27,14,88,14,57,0
16236,14,12,34,9,0,0
16760,58,9,2,15,0,0
18993,3,0,8,13,0,0
10997,54,96,2316,13,77,0
5428,1100,736,3308,6,0,0
12769,61,287,2151,11,0,0
15469,53,57,988,9,30,0
9392,64,138,2995,10,65,0
13766,41,2855,597,15,131,0
9527,107,52,556,11,21,0
12608,23,46,1239,8,114,0
3495,53,88,1504,14,56,0
3567,309,563,3318,15,67,0
15648,116,35,137,15,0,0
3370,112,54,639,12,0,0
11683,62,56,114,10,0,0
9169,56,44,1319,8,0,0
3816,88,117,920,9,9,0
422,441,528,8136,12,70,0
13047,21,18,28,14,0,0
14799,59,51,50,9,0,0
17219,0,16,964,11,0,0
16248,42,22,12,10,0,0
13156,86,176,1218,10,0,0
15788,12,11,319,15,103,0
15567,13,24,1086,10,28,0
9661,24,11,124,10,157,0
2777,95,101,946,10,104,0
8409,106,102,1558,11,36,0
8259,74,38,122,10,14,0
16577,40,24,100,8,0,0
7869,133,204,1410,10,16,0
16445,702,296,1289,13,158,0
2151,148,184,424,12,0,0
3744,206,309,8709,11,95,0
4182,281,162,1227,9,62,0
15287,721,901,222,9,51,0
2446,310,507,6295,8,25,0
10815,98,59,5904,10,10,0
453,53,52,1133,7,160,0
12930,45,43,265,9,0,0
10040,27,19,67,6,0,0
784,201,123,1972,15,5,0
7202,285,290,129,11,11,0
18898,1,1,154,9,31,0
11122,156,108,360,8,160,0
6474,55,57,1333,8,83,0
18791,50,8,13,5,0,0
17088,209,320,2009,13,159,0
8209,56,65,1391,13,98,0
7974,30,29,141,9,0,0
11347,92,56,1575,6,9,0
7463,250,358,17524,7,114,0
5666,87,95,318,8,0,0
4649,36,43,6069,8,0,0
4159,184,187,1869,8,112,0
7726,23,27,91,6,69,0
19230,11,2,3,11,39,0
19018,20,8,7,14,0,0
3292,308,11696,16375,9,92,0
6022,27,31,41,9,0,0
11994,10,18,146,15,0,0
11022,0,5,136,13,84,0
14482,103,48,87,11,0,0
12836,43,45,325,12,64,0
9171,65,139,2601,11,41,0
916,31,221,499,9,0,0
9338,216,398,3574,9,40,0
4337,52,492,727,12,19,0
2154,71,83,1009,14,0,0
19139,151,60,134,13,68,0
537,673,121139,6646,9,0,0
15667,25,45,904,12,33,0
13229,75,31,387,11,111,0
17394,52,38,266,8,0,0
8203,63,47,722,12,0,0
2849,2003,1824,22904,15,141,0
3519,102,102,400,15,31,0
11023,108,28,46,10,0,0
5028,37,51,326,9,0,0
14487,23,20,76,12,0,0
10145,6224,8065,2688,9,120,0
18903,2,1,81,8,0,0
7227,12,19,29,9,0,0
1013,18,25,1063,8,22,0
3781,92,243,4945,11,0,0
7302,162,168,1557,12,51,0
10908,135,54,1024,12,0,0
8871,68,5669,31333,12,63,0
7660,784,124,615,12,125,0
13713,20,12,1568,13,11,0
12466,38,8,100,12,0,0
16491,424,174,1713,9,97,0
16441,29,20,122,12,64,0
1503,1941,1286,6967,11,44,0
17763,6,4,70,6,159,0
2487,351,1066,9054,8,136,0
3709,11,20,58,9,0,0
11388,318,350,125,12,157,0
4160,101,137,1385,10,159,0
16590,113,49,204,14,0,0
14846,32,20,301,11,0,0
16168,92,63,904,11,0,0
4138,172,168,718,13,26,0
5114,43,117,1793,7,17,0
8752,110,127,2407,14,81,0
19244,8,1,2,15,0,0
6579,209,191,887,12,91,0
15831,45,19,133,6,0,0
17066,129,84,156,9,25,0
4577,649,332,6625,7,106,0
7779,38,74,1023,8,155,0
12949,388,387,2989,13,154,0
8428,58,25,408,8,23,0
19223,0,0,46,9,49,0
2299,1978,1041,1453,10,70,0
9642,70,77,563,12,0,0
16536,129,96,388,12,21,0
14878,102,38,149,8,0,0
15586,154,91,582,12,0,0
19101,13,16,52,15,0,0
13206,102,46,380,9,74,0
10812,32,53,843,13,154,0
4541,79,63,742,9,0,0
6496,36,25,482,8,0,0
8577,170,175,5744,15,22,0
6662,216,423,6911,13,0,0
17962,34,20,1841,10,85,0
1960,760,347,1361,12,69,0
8987,68,31,22,5,0,0
9611,25,46,188,13,0,0
17332,25,124,896,13,131,0
16674,23,40,209,13,50,0
15889,380,158,517,8,0,0
10283,862,629,2644,8,112,0
14014,9,2,35,15,0,0
1654,355,333,2428,9,160,0
14310,4057,3902,5834,12,64,0
9558,5,254,179,7,155,0
18664,97,66,151,11,114,0
8955,126,100,1216,10,11,0
12328,101,33,221,12,0,0
9610,198,139,229,15,67,0
6405,66,80,1061,7,29,0
969,65,7309,936,9,41,0
8457,292,164,5201,6,93,0
12039,5,4,39,10,49,0
5609,87,724,3012,10,99,0
6028,109,40,133,9,0,0
16994,227,73,509,10,27,0
2174,142,115,351,15,31,0
11210,42,30,1067,7,66,0
14819,4,2,1295,8,0,0
6624,117,144,5075,5,27,0
9783,464,248,4431,13,24,0
18745,59,10,115,6,0,0
5745,136,66,2249,12,0,0
13134,14,8,114,12,16,0
1400,13,23,734,10,22,0
13074,1040,1250,1759,11,26,0
13102,169,117,501,4,0,0
17765,124,57,1297,10,31,0
11163,65,125,2365,9,0,0
4859,10,12,282,7,0,0
4243,26,35,1231,12,25,0
235,80,4274,650,9,47,0
10253,84,905,2164,15,46,0
6902,1072,1027,5041,10,106,0
3094,28,10,80,15,0,0
2161,2001,1109,1652,9,160,0
4058,704,845,5160,11,70,0
13876,116,179,733,14,0,0
9120,198,133,2255,10,0,0
6991,13,5,202,8,0,0
10604,91,114,1073,11,34,0
19225,1,4,25,14,0,0
14000,24,52,998,10,54,0
2472,751,392,584,12,148,0
1860,71,181,5720,12,32,0
1176,529,1073,4745,9,160,0
1623,64,51,1874,7,41,0
6436,36,24,148,7,27,0
11468,334,98,811,13,0,0
13990,41,40,3227,8,129,0
12770,103,39,338,9,37,0
19166,106,31,181,12,53,0
6859,80,71,826,6,43,0
4773,92,100,1692,8,119,0
832,148,330,6125,4,3,0
3250,96,162,2032,14,60,0
16352,12,10,198,8,0,0
8277,1631,1842,14074,12,57,0
14709,116,33,59,11,0,0
7915,81,165,2477,11,46,0
2533,113,140,1322,7,0,0
9738,40,17,894,13,52,0
12205,155,208,784,12,0,0
9969,58,48,674,10,0,0
6586,95,490,3617,7,0,0
15810,106,103,2489,8,81,0
12013,86,54,386,14,114,0
5960,109,293,6820,9,24,0
7148,161,97,8219,15,0,0
5000,127,56,1748,7,0,0
10429,32,50,1965,8,38,0
1123,76,51,555,6,0,0
2794,110,28,517,7,34,0
18383,223,83,371,15,32,0
8843,76,86,91,8,0,0
10659,109,2694,3205,6,32,0
7576,71,84,1651,9,74,0
11919,6,9,79,10,0,0
17773,0,3,44,11,0,0
11029,41,15,68,13,59,0
6756,0,934,63009,11,54,0
3291,47,11,45,11,0,0
5663,301,162,3301,12,0,0
7282,278,481,3329,9,129,0
17286,25,17,85,10,0,0
5338,115,165,2662,10,0,0
17635,46,86,680,8,41,0
15878,29,18,337,12,0,0
15488,34,42,472,13,55,0
11811,214,251,2162,14,87,0
10035,1155,611,4079,9,20,0
17587,1179,360,465,13,160,0
7342,292,246,3664,8,33,0
19246,21,4,4,15,0,0
6857,227,54,1078,14,38,0
726,219,396,14078,9,70,0
16501,48,20,171,8,25,0
19205,56,29,100,9,105,0
11,108,92,815,12,49,0
19222,173,151,168,11,0,0
19249,1,1,6,8,0,0
1772,66,84,687,9,42,0
16050,0,7,137,9,0,0
14084,88,89,622,11,74,0
4947,19,39,778,10,0,0
19250,1,0,1,10,0,0
15446,2003,1780,3451,13,117,0
7611,617,616,30271,12,156,0
18333,1357,239,262,14,40,0
15415,65,32,36,11,0,0
16694,4,12,40,11,53,0
14652,8,8,32,7,49,0
2273,192,171,640,11,26,0
13888,0,287,4662,11,153,0
4293,50,49,83,12,32,0
10404,94,18,2586,13,130,0
2746,116,164,1802,9,91,0
7954,126,120,2349,5,25,0
1218,30,44,225,14,33,0
15028,19,23,1010,13,21,0
12666,50,52,2206,8,15,0
18800,26,23,492,11,111,0
7894,46,19,13,14,65,0
16336,3262,3132,1897,13,80,0
17711,19,9,9,12,42,0
3300,278,199,4650,10,0,0
19226,2,1,3,7,160,0
15941,53,4,32,8,0,0
8990,128,64,864,15,154,0
12824,24,23,162,7,0,0
14814,79,14,190,9,0,0
11525,364,221,1988,15,63,0
15387,239,303,1476,15,0,0
11424,4,15,16,13,0,0
8808,50,117,278,8,0,0
8960,23,41,169,7,97,0
6197,40,50,183,14,0,0
2592,165,296,3285,11,0,0
6530,90,40,507,15,19,0
286,391,770,5558,5,24,0
13428,183,67,167,10,0,0
12269,37,45,1948,9,40,0
15267,160,170,3841,12,0,0
19130,26,0,4,10,40,0
11290,26,23,375,11,66,0
16668,54,55,3489,11,70,0
8131,975,685,1248,14,69,0
11408,80,49,629,7,0,0
5597,94,168,6509,13,87,0
5956,347,486,4225,14,123,0
5816,102,221,7103,12,82,0
10301,23,42,673,11,22,0
18687,52,20,30,13,0,0
8770,32,42,870,9,0,0
3,211,230,211,7,0,0
8370,42,78,1060,9,36,0
8744,224,118,618,9,0,0
10175,133,126,1853,8,0,0
16863,153,143,4871,8,0,0
3036,49,54,479,13,149,0
14316,28,25,148,12,0,0
12494,103,110,2432,13,0,0
7130,29,0,297,6,0,0
15032,89,33,859,15,128,0
10275,100,108,478,10,26,0
7390,247,173,4867,5,75,0
17553,19,18,141,8,35,0
7054,43,42,798,7,44,0
9918,53,65,1347,14,70,0
5243,114,92,117,11,35,0
2363,51,41,523,10,9,0
18490,76,27,89,13,0,0
17143,17,17,133,9,0,0
12446,126,334,3599,11,50,0
7888,514,548,534,9,47,0
17019,4,31,138,13,0,0
7539,52,43,122,11,0,0
14761,21,11,181,10,0,0
10695,80,45,122,8,0,0
13479,259,115,808,8,0,0
12910,39,129,2125,13,58,0
35,13,43,640,7,0,0
7651,56,245,1960,15,0,0
13288,22,13,218,12,0,0
1569,231,142,569,10,36,0
14854,75,1195,811,10,40,0
2772,618,463,377,15,160,0
11967,46,36,74,6,0,0
12729,47,52,1424,6,0,0
1278,81,152,820,8,0,0
17686,1055,1100,1959,12,33,0
15860,11,18,1221,13,19,0
293,1530,1621,13367,6,10,0
9660,51,11,212,9,0,0
10280,62,62,3101,6,34,0
7080,133,195,3252,9,69,0
6399,366,220,3537,9,156,0
1488,1431,1451,299,8,154,0
1476,175,238,8943,13,60,0
6433,254,275,5985,13,67,0
7295,205,145,1520,9,87,0
7024,1987,1088,807,15,53,0
14650,20,13,26,7,0,0
1881,99,89,1550,13,104,0
14065,76,43,694,12,52,0
1378,112,137,8071,11,88,0
19245,0,2,6,14,0,0
9464,343,326,7040,12,158,0
12376,7,556,13367,10,22,0
19108,231,74,37,12,0,0
7556,149,187,4595,11,64,0
3123,41,43,6203,9,51,0
10944,2001,1742,11,14,111,0
8676,173,200,727,13,113,0
17148,41,32,38,13,0,0
1844,147,222,2603,12,0,0
8755,187,521,12773,12,158,0
13383,21,17,63,12,52,0
9327,27,399,2139,10,0,0
9497,2618,2420,951,9,95,0
6770,65,31,22,8,0,0
17707,39,32,546,9,24,0
9519,30,33,1463,10,0,0
922,946,1445,7134,11,119,0
5372,26,37,330,8,49,0
13703,151,225,2338,11,76,0
19115,20,1,4,7,0,0
18085,17,22,21,14,153,0
1700,53,122,1952,10,20,0
10433,6,1,4,6,0,0
4804,160,108,4688,13,94,0
1243,49,79,2512,8,40,0
5354,78,103,6272,8,50,0
16270,45,50,622,5,41,0
7205,1185,1497,2189,14,56,0
841,141,297,6445,10,0,0
3795,94,118,982,10,88,0
3079,41,33,125,6,35,0
401,57,42,524,13,78,0
8969,285,248,7073,6,37,0
13933,78,52,457,9,10,0
17363,63,17,151,4,22,0
10300,5,7,28,15,0,0
6653,1668,2169,12877,8,116,0
18008,29,15,210,9,12,0
16371,27,44,1873,12,0,0
4070,234,187,2520,9,101,0
17015,477,382,60,12,95,0
486,56,74,240,9,93,0
3350,89,110,1122,11,63,0
17568,12,10,55,12,9,0
5552,128,133,2312,12,0,0
5373,141,95,888,10,152,0
15089,43,77,38,8,0,0
8804,52,64,773,11,26,0
11648,29,36,2025,9,9,0
239,69,102,1761,4,0,0
4520,129,583,2434,6,66,0
9437,310,431,5283,8,98,0
9714,87,67,1008,13,0,0
10314,339,366,1273,8,160,0
17955,141,41,295,10,124,0
13038,54,3684,1386,10,108,0
1183,162,120,3317,8,153,0
4371,26,30,288,6,58,0
2067,20,37,439,8,60,0
694,76,133,3173,7,11,0
13454,107,60,2719,8,0,0
67,128,255,1657,5,40,0
12634,77,42,428,15,0,0
15299,308,221,159,13,106,0
8730,531,387,436,9,0,0
5262,6,7,131,12,0,0
16378,23,22,141,7,48,0
18571,20,1,56,8,0,0
12352,60,40,1118,8,43,0
1568,194,89,749,9,49,0
6757,231,62,903,7,17,0
3813,18,25,307,14,61,0
16105,23,19,471,13,0,0
7857,11,8,44,13,0,0
7629,64,69,1121,10,0,0
10893,294,139,575,9,21,0
16505,60,25,108,7,0,0
3362,406,119,1116,11,23,0
16780,41,28,317,11,0,0
7871,116,230,7848,9,153,0
13603,73,85,2388,9,0,0
12886,134,41,428,15,34,0
12046,15,23,312,12,72,0
11289,88,94,1947,12,71,0
17203,12,3,4,10,14,0
414,41,109,351,11,34,0
870,161,1614,6186,12,46,0
19110,20,4,13,8,0,0
5978,166,204,3673,12,77,0
9281,346,281,3378,12,71,0
15684,92,74,615,7,107,0
2324,1996,1203,3247,12,83,0
8649,65,69,379,11,78,0
1876,219,145,448,10,12,0
19238,18,8,23,9,22,0
1799,125,187,1389,7,8,0
7260,493,107,1317,12,49,0
11873,798,447,1005,8,9,0
15805,164,166,1063,9,0,0
3498,179,181,5698,8,14,0
16825,28,30,58,9,0,0
11015,244,503,9129,12,123,0
8087,160,221,2639,8,30,0
12407,79,215,3124,10,0,0
7058,112,102,1418,9,37,0
5958,43,39,294,9,0,0
4967,261,79,1989,14,0,0
10615,74,58,1580,10,0,0
1480,23,25,427,11,51,0
17370,104,57,250,11,0,0
9683,520,838,7589,10,46,0
245,776,677,4567,15,53,0
996,100,96,2643,12,59,0
9166,33,38,681,15,27,0
5828,9,16,15,12,0,0
18133,1,2,42,11,24,0
13623,111,88,669,13,0,0
11265,160,126,603,13,123,0
16956,70,93,885,6,5,0
5204,21,1348,376,13,13,0
1365,25,47,130,7,32,0
9514,83,117,2604,12,0,0
1810,13,120,765,13,73,0
3514,147,134,2383,13,21,0
1995,195,400,8397,12,23,0
4454,110,117,1362,7,14,0
2742,861,1573,7343,13,122,0
18025,26,35,752,15,0,0
19240,5,6,52,12,74,0
7110,123,59,32,13,0,0
4237,98,115,1083,9,56,0
15940,96,35,545,14,29,0
14284,26,18,341,8,0,0
14982,72,55,221,10,75,0
2937,68,182,651,10,40,0
6699,296,413,3154,15,0,0
17863,40,167,2539,10,0,0
5024,60,22,4502,5,133,0
17573,141,137,825,8,82,0
13150,131,592,2317,11,0,0
11026,42,325,950,6,0,0
5767,89,102,1596,14,49,0
3947,141,86,644,13,48,0
15054,28,19,216,7,0,0
10389,14,12,1123,10,0,0
12293,214,33,748,6,159,0
16588,159,142,2079,14,37,0
6010,193,584,13063,13,93,0
13020,27,9,30,15,0,0
5314,117,116,3755,10,65,0
6775,92,57,860,9,0,0
10291,265,314,3002,12,132,0
5930,1386,1383,2997,15,44,0
15824,915,824,1018,13,94,0
15450,71,53,311,10,0,0
8198,25,21,1341,9,0,0
5709,23,46,450,13,73,0
19233,57,38,62,13,96,0
12146,11,195,84,10,88,0
13983,226,224,1349,7,45,0
15795,73,57,132,7,0,0
14825,1210,1352,11522,15,153,0
13025,82,82,3868,11,0,0
2019,350,231,2640,5,139,0
6749,614,333,1186,8,19,0
3205,111,281,20124,15,63,0
1998,343,351,6830,8,122,0
17467,18,52,42,14,37,0
9438,0,154,1078,10,0,0
6196,1,141,3555,10,0,0
5058,60,83,1191,11,65,0
10118,130,162,709,11,0,0
19232,20,0,3,5,0,0
83,419,380,1957,14,56,0
8086,243,310,738,14,61,0
8560,47,25,136,6,0,0
12067,34,384,15355,10,40,0
15327,458,399,3773,9,62,0
12379,151,173,244,5,0,0
6413,549,1260,9415,11,41,0
2600,492,1643,11715,15,110,0
5105,38,52,576,14,53,0
17666,12,12,262,10,0,0
16563,20,1,44,7,0,0
5985,48,64,586,15,124,0
3140,108,123,6257,5,69,0
4290,36,12,1025,15,0,0
6779,26,17,111,12,0,0
6984,123,7855,2802,11,107,0
11439,606,558,11600,9,79,0
7583,25,209,361,9,149,0
9075,122,154,1105,9,20,0
6301,24,142,3035,7,128,0
3878,82,55,109,8,109,0
13437,58,134,5340,8,0,0
16476,542,62,30,13,0,0
17617,33,49,27,14,33,0
9568,164,148,2426,8,0,0
6560,380,385,1193,6,63,0
13977,2,5,26,13,0,0
6680,89,58,471,11,130,0
14577,12,17,68,9,21,0
16686,7,6,23,15,0,0
11028,64,30,366,12,53,0
15416,68,91,937,6,0,0
12248,329,18,2201,6,0,0
9973,974,327,138,10,56,0
8531,723,754,6891,8,67,0
11918,21,13,156,12,0,0
17797,2001,1004,477,9,136,0
6307,14,12,149,14,54,0
11459,177,175,952,8,46,0
3921,67,34,510,10,26,0
12961,201,301,1516,8,103,0
1094,742,590,8993,8,69,0
12866,16,24,1269,6,0,0
18015,5,7,12,15,0,0
16326,53,28,113,14,0,0
3899,1013,533,289,13,91,0
523,658,2198,41357,11,124,0
18041,13,13,1123,8,30,0
7687,195,316,7986,11,133,0
8138,44,39,483,8,0,0
10886,47,18,2429,15,80,0
883,504,1331,1868,12,28,0
1733,56,168,1459,13,0,0
15432,77,128,2701,8,70,0
2280,10,10,290,6,23,0
8945,30,21,118,7,0,0
12127,126,115,1784,13,42,0
2195,4,5,147,9,0,0
11149,11,16,277,10,20,0
16109,32,29,791,9,21,0
14454,29,21,205,7,0,0
13523,165,240,7969,10,21,0
17464,48,52,1897,8,90,0
11412,76,36,305,8,24,0
16207,142,95,738,7,123,0
5049,229,456,3495,9,59,0
613,625,880,26119,14,135,0
5589,104,179,2063,11,84,0
9528,22,14,404,6,0,0
8666,61,38,525,15,130,0
9625,113,104,132,9,15,0
19185,20,7,31,8,0,0
16423,144,41,128,7,0,0
12124,124,126,152,4,61,0
13307,41,103,2523,12,0,0
7507,135,58,1334,9,15,0
15060,68,67,507,10,13,0
15562,13,0,59,10,0,0
1166,401,200,832,8,39,0
16033,32,24,137,12,21,0
10627,26,26,2109,7,28,0
16101,86,43,723,12,51,0
10513,15,16,369,5,7,0
18514,3,1,6,12,0,0
1337,73,76,1356,6,28,0
14675,119,145,930,13,62,0
4756,100,70,285,9,10,0
4636,371,229,6914,13,27,0
1078,227,258,2420,3,86,0
13365,28,70,362,8,0,0
19235,0,0,4,11,0,0
4860,211,187,2157,9,88,0
15712,140,176,527,15,0,0
14227,74,39,56,12,25,0
1095,88,112,1124,5,53,0
2682,150,42,629,7,0,0
4443,72,125,9155,6,49,0
7516,174,136,2410,12,0,0
8095,160,142,1035,7,63,0
17167,397,77,41,15,88,0
10272,18,23,242,12,0,0
9591,74,67,493,5,0,0
15402,256,243,2093,10,0,0
1075,312,514,4001,12,79,0
8221,10,10,33,11,0,0
10286,37,24,260,11,53,0
18267,40,874,3256,10,155,0
14700,62,59,853,7,18,0
14035,22,48,1171,9,127,0
